filename,class,xmin,ymin,xmax,ymax,trackId
COCO_train2014_000000393227.jpg,person,22.96,175.07,276.95,532.38,0
COCO_train2014_000000393227.jpg,torso,141.96,228.07,252.96,336.07,0
COCO_train2014_000000393227.jpg,head,170.96,177.07,238.96,265.07,0
COCO_train2014_000000262146.jpg,person,220.99,263.96,364.48,474.90999999999997,0
COCO_train2014_000000262146.jpg,torso,276.99,302.96,359.99,359.96,0
COCO_train2014_000000262146.jpg,head,229.99,277.96,280.99,318.96,0
COCO_train2014_000000393230.jpg,person,354.5,134.39,458.35,295.26,0
COCO_train2014_000000393230.jpg,torso,410.5,159.39,452.5,210.39,0
COCO_train2014_000000393230.jpg,head,404.5,138.39,424.5,155.39,0
COCO_train2014_000000524311.jpg,person,270.88,154.67,486.5,474.30999999999995,0
COCO_train2014_000000524311.jpg,torso,285.88,222.67,391.88,453.66999999999996,0
COCO_train2014_000000524311.jpg,head,339.88,161.67,428.88,257.66999999999996,0
COCO_train2014_000000524317.jpg,person,1.12,43.82,348.31,493.26,0
COCO_train2014_000000524317.jpg,torso,1.12,294.82,347.12,491.82,0
COCO_train2014_000000524317.jpg,head,58.12,54.82,274.12,335.82,0
COCO_train2014_000000524320.jpg,person,1.32,98.29,308.34999999999997,580.01,0
COCO_train2014_000000524320.jpg,torso,137.32,179.29000000000002,244.32,321.29,0
COCO_train2014_000000524320.jpg,head,165.32,108.29,218.32,197.29000000000002,0
COCO_train2014_000000524320.jpg,person,237.3,359.31,442.97,631.13,1
COCO_train2014_000000524320.jpg,person,312.79,94.41,480.0,319.28,2
COCO_train2014_000000524320.jpg,torso,346.79,187.41,459.79,276.40999999999997,2
COCO_train2014_000000524320.jpg,head,359.79,114.41,431.79,211.41,2
COCO_train2014_000000109232.jpg,person,85.09,9.49,412.25,455.42,0
COCO_train2014_000000109232.jpg,torso,211.09,65.49,326.09000000000003,201.49,0
COCO_train2014_000000109232.jpg,head,209.09,15.49,265.09000000000003,94.49,0
COCO_train2014_000000131084.jpg,person,220.18,64.14,379.09000000000003,300.59,0
COCO_train2014_000000131084.jpg,torso,301.18,109.14,366.18,186.14,0
COCO_train2014_000000131084.jpg,head,313.18,77.14,345.18,121.14,0
COCO_train2014_000000393290.jpg,person,1.37,146.88,306.27,628.94,0
COCO_train2014_000000393290.jpg,torso,83.37,299.88,282.37,627.88,0
