filename,class,xmin,ymin,xmax,ymax,trackId
COCO_val2014_000000109229.jpg,person,109.3,296.03,352.36,587.98,0
COCO_val2014_000000109229.jpg,torso,203.3,352.03,278.3,454.03,0
COCO_val2014_000000109229.jpg,head,215.3,300.03,259.3,359.03,0
COCO_val2014_000000393243.jpg,person,23.01,0.3,479.84999999999997,640.0,0
COCO_val2014_000000393243.jpg,torso,95.01,298.3,478.01,579.3,0
COCO_val2014_000000393243.jpg,head,38.010000000000005,0.3,443.01,434.3,0
COCO_val2014_000000262175.jpg,person,108.68,185.24,442.56,639.72,0
COCO_val2014_000000262175.jpg,torso,162.68,393.24,373.68,638.24,0
COCO_val2014_000000262175.jpg,head,211.68,287.24,305.68,420.24,0
COCO_val2014_000000524333.jpg,person,238.64,273.4,440.96,480.0,0
COCO_val2014_000000524333.jpg,torso,343.64,329.4,431.64,478.4,0
COCO_val2014_000000524333.jpg,head,333.64,279.4,391.64,351.4,0
COCO_val2014_000000524333.jpg,person,103.56,239.28,323.78999999999996,388.41999999999996,1
COCO_val2014_000000524333.jpg,torso,139.56,290.28,229.56,385.28,1
COCO_val2014_000000524333.jpg,head,192.56,242.28,231.56,306.28,1
COCO_val2014_000000524333.jpg,person,225.02,244.74,329.58000000000004,365.99,2
COCO_val2014_000000524333.jpg,person,383.55,254.75,440.79,360.2,3
COCO_val2014_000000524333.jpg,person,440.31,253.98,522.4,365.88,4
COCO_val2014_000000524333.jpg,person,1.08,249.17,92.76,473.53,5
COCO_val2014_000000524333.jpg,person,285.32,243.87,317.84,292.66,7
COCO_val2014_000000524333.jpg,person,560.52,245.23,640.0,479.73,8
COCO_val2014_000000524333.jpg,person,445.48,266.25,591.1,471.19,9
COCO_val2014_000000524333.jpg,torso,504.48,328.25,589.48,380.25,9
COCO_val2014_000000524333.jpg,head,508.48,268.25,572.48,349.25,9
COCO_val2014_000000524333.jpg,person,311.88,241.75,359.31,348.68,12
COCO_val2014_000000393267.jpg,person,226.93,518.33,404.01,640.0,0
COCO_val2014_000000393267.jpg,person,288.01,475.76,425.0,640.0,1
COCO_val2014_000000393267.jpg,person,202.14,405.53,424.46,539.88,2
COCO_val2014_000000393267.jpg,person,235.58,261.85,412.33000000000004,514.13,4
COCO_val2014_000000393267.jpg,person,297.32,233.6,385.12,395.97,5
COCO_val2014_000000393267.jpg,person,296.45,158.5,409.38,417.02,6
COCO_val2014_000000393267.jpg,person,16.2,174.49,174.98999999999998,537.4300000000001,7
COCO_val2014_000000393267.jpg,torso,27.2,237.49,113.2,363.49,7
COCO_val2014_000000393267.jpg,head,62.2,182.49,115.2,256.49,7
COCO_val2014_000000393267.jpg,person,261.75,1.44,358.11,143.82,8
COCO_val2014_000000393267.jpg,person,214.29,83.42,284.76,253.12,11
COCO_val2014_000000393267.jpg,person,273.34,128.13,307.29999999999995,262.63,12
COCO_val2014_000000262200.jpg,person,54.44,86.6,277.83,379.79999999999995,0
COCO_val2014_000000262200.jpg,torso,60.44,164.6,199.44,306.6,0
COCO_val2014_000000262200.jpg,head,108.44,91.6,243.44,242.6,0
COCO_val2014_000000262200.jpg,person,215.87,41.38,332.92,227.38,1
COCO_val2014_000000262200.jpg,head,221.87,41.38,304.87,149.38,1
COCO_val2014_000000262200.jpg,person,0,13.72,612,603.77,3
COCO_val2014_000000262200.jpg,person,290.9,0,612.0,282.95,4
COCO_val2014_000000262229.jpg,person,63.85,104.93,256.33,386.99,0
COCO_val2014_000000262229.jpg,person,258.28,96.72,502.94999999999993,397.78999999999996,1
COCO_val2014_000000262229.jpg,person,442.19,33.43,549.16,359.1,2
COCO_val2014_000000262229.jpg,torso,452.19,80.43,512.19,182.43,2
COCO_val2014_000000262229.jpg,head,459.19,37.43,491.19,93.43,2
COCO_val2014_000000262229.jpg,person,175.03,69.11,406.09000000000003,381.31,3
COCO_val2014_000000262229.jpg,torso,226.03,130.11,305.03,235.11,3
COCO_val2014_000000262229.jpg,head,266.03,91.11,304.03,146.11,3
COCO_val2014_000000524436.jpg,person,218.32,85.47,396.31,424.0,0
COCO_val2014_000000524436.jpg,torso,318.32,169.47,391.32,257.47,0
COCO_val2014_000000524436.jpg,head,324.32,85.47,381.32,181.47,0
COCO_val2014_000000524436.jpg,person,275.75,96.88,507.16999999999996,424.0,1
COCO_val2014_000000524436.jpg,person,466.97,10.98,568.2,296.51,2
COCO_val2014_000000524436.jpg,torso,470.97,49.980000000000004,525.97,162.98,2
COCO_val2014_000000524436.jpg,head,499.97,13.98,535.97,61.980000000000004,2
COCO_val2014_000000524436.jpg,person,527.86,2.92,638.38,381.19,3
COCO_val2014_000000393372.jpg,person,2.88,77.66,480.0,628.49,0
COCO_val2014_000000393372.jpg,torso,19.88,342.65999999999997,415.88,626.66,0
COCO_val2014_000000393372.jpg,head,170.88,103.66,391.88,459.65999999999997,0
COCO_val2014_000000524459.jpg,person,263.88,110.35,544.0699999999999,419.32000000000005,0
COCO_val2014_000000524459.jpg,torso,371.88,227.35,542.88,417.35,0
COCO_val2014_000000524459.jpg,head,278.88,130.35,417.88,285.35,0
COCO_val2014_000000043720.jpg,person,192.1,21.87,571.55,422.24,0
COCO_val2014_000000043720.jpg,torso,304.1,245.87,528.1,420.87,0
COCO_val2014_000000043720.jpg,head,308.1,31.87,519.1,270.87,0
COCO_val2014_000000131276.jpg,person,127.67,26.4,278.35,149.47,0
COCO_val2014_000000131276.jpg,person,401.64,55.58,475.4,138.87,1
COCO_val2014_000000131276.jpg,person,0.67,25.26,124.05,170.25,2
COCO_val2014_000000131276.jpg,torso,0.67,108.26,117.67,168.26,2
COCO_val2014_000000131276.jpg,head,37.67,30.26,122.67,136.26,2
COCO_val2014_000000131280.jpg,person,204.76,10.93,317.71,316.98,0
COCO_val2014_000000131280.jpg,person,80.76,65.13,160.99,307.40999999999997,1
COCO_val2014_000000131280.jpg,person,424.24,28.63,533.52,300.77,2
COCO_val2014_000000131280.jpg,torso,441.24,74.63,496.24,154.63,2
COCO_val2014_000000131280.jpg,head,446.24,33.629999999999995,480.24,78.63,2
COCO_val2014_000000131280.jpg,person,527.03,42.09,578.27,173.85,3
COCO_val2014_000000262353.jpg,person,96.84,217.88,314.72,507.24,0
COCO_val2014_000000262353.jpg,torso,107.84,301.88,251.84,482.88,0
COCO_val2014_000000262353.jpg,head,186.84,228.88,266.84000000000003,319.88,0
COCO_val2014_000000262353.jpg,person,262.84,70.32,431.15,351.61,1
COCO_val2014_000000262353.jpg,person,466.71,63.23,640.0,264.44,2
COCO_val2014_000000262353.jpg,torso,480.71,126.22999999999999,600.71,249.23,2
COCO_val2014_000000262353.jpg,head,487.71,74.22999999999999,551.71,149.23,2
COCO_val2014_000000262353.jpg,person,0,70.32,131.42,502.62,3
COCO_val2014_000000262353.jpg,person,317.02,300.88,625.98,513.0,5
COCO_val2014_000000262353.jpg,person,36.48,67.7,135.77,442.47999999999996,6
COCO_val2014_000000262353.jpg,torso,39.48,138.7,90.47999999999999,211.7,6
COCO_val2014_000000262353.jpg,head,45.48,69.7,86.47999999999999,141.7,6
COCO_val2014_000000262353.jpg,person,300.19,206.91,449.25,354.81,7
COCO_val2014_000000262353.jpg,torso,349.19,270.90999999999997,447.19,348.90999999999997,7
COCO_val2014_000000262353.jpg,head,354.19,208.91,412.19,293.90999999999997,7
COCO_val2014_000000000241.jpg,person,132.7,6.57,333.13,632.74,0
COCO_val2014_000000000241.jpg,person,1.44,263.55,207.1,611.6,1
COCO_val2014_000000000241.jpg,person,295.71,263.06,402.86,520.21,2
COCO_val2014_000000000241.jpg,torso,329.71,309.06,399.71,402.06,2
COCO_val2014_000000000241.jpg,head,341.71,269.06,383.71,317.06,2
COCO_val2014_000000524536.jpg,person,0,35.96,360.99,640.0,0
COCO_val2014_000000524536.jpg,torso,0,229.96,274,636.96,0
