filename,class,xmin,ymin,xmax,ymax,trackId
COCO_val2014_000000458755.jpg,person,69.03,37.75,577.08,473.53,0
COCO_val2014_000000458755.jpg,torso,331.03,247.75,547.03,471.75,0
COCO_val2014_000000458755.jpg,head,385.03,48.75,561.03,266.75,0
COCO_val2014_000000532493.jpg,person,169.8,67.73,362.42,200.28000000000003,0
COCO_val2014_000000532493.jpg,torso,286.8,94.73,342.8,169.73000000000002,0
COCO_val2014_000000532493.jpg,head,317.8,71.73,344.8,106.73,0
COCO_val2014_000000554328.jpg,person,239.17,81.52,431.39,491.60999999999996,0
COCO_val2014_000000554328.jpg,torso,260.16999999999996,176.51999999999998,400.16999999999996,383.52,0
COCO_val2014_000000554328.jpg,head,295.16999999999996,88.52,369.16999999999996,191.51999999999998,0
COCO_val2014_000000554328.jpg,person,434.25,39.18,640.0,493.53000000000003,1
COCO_val2014_000000554328.jpg,torso,470.25,146.18,599.25,326.18,1
COCO_val2014_000000554328.jpg,head,454.25,45.18,554.25,182.18,1
COCO_val2014_000000554328.jpg,person,0,19.06,210.81,492.27,2
COCO_val2014_000000554328.jpg,torso,35,108.06,168,336.06,2
COCO_val2014_000000554328.jpg,head,96,23.06,193,135.06,2
COCO_val2014_000000088970.jpg,person,116.85,131.46,296.63,467.41999999999996,0
COCO_val2014_000000088970.jpg,torso,168.85,222.46,246.85,333.46000000000004,0
COCO_val2014_000000088970.jpg,head,200.85,205.46,241.85,240.46,0
COCO_val2014_000000327701.jpg,person,329.16,266.89,483.66,419.48,0
COCO_val2014_000000327701.jpg,torso,337.16,341.89,444.16,417.89,0
COCO_val2014_000000327701.jpg,head,411.16,291.89,468.16,357.89,0
COCO_val2014_000000327701.jpg,person,152.2,331.02,215.64999999999998,428.0,1
COCO_val2014_000000327701.jpg,person,115.42,390.33,155.81,423.03,3
COCO_val2014_000000434204.jpg,person,117.22,2.2,236.68,226.19,0
COCO_val2014_000000434204.jpg,torso,124.22,2.2,182.22,60.2,0
COCO_val2014_000000434204.jpg,person,244.78,0,322.62,153.09,3
COCO_val2014_000000558114.jpg,person,261.03,174.74,398.02,468.13,0
COCO_val2014_000000558114.jpg,torso,300.03,208.74,357.03,313.74,0
